Marca temporal,Titulo de la Noticia,Día de Publicación,Fuente ,"Si contestó  'otra', ¿De qué fuente proviene?",Breve descripción de la Noticia,Incrustar etiquetas,"Si no encuentra la etiqueta adecuada, ¿Qué etiqueta añadiría a su noticia? (Separe los tags por comas)",Link de la noticia,¿Tiene lugar en La Rioja?
15/05/2020 11:13:02,El CSIC impulsa un proyecto de epidemiología genómica para predecir la evolución del nuevo coronavirus,3/04/2020,Ministerio de Ciencia e Innovación,,"El estudio, financiado con 740.000 euros, comparará los genomas del coronavirus de pacientes infectados, a partir de datos microbiológicos de hospitales de toda España. 	El trabajo está liderado por el Instituto de Biomedicina de Valencia y por el Instituto de Biología Integrativa de Sistemas con la colaboración de 40 hospitales españoles.","COVID-19, Financiación, Investigación, Proyectos",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=9b257ea342f31710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
15/05/2020 11:35:11,Llamada en inteligencia artificial de los Clusters EUREKA,3/04/2020,CDTI,,Ya está abierta una llamada conjunta de los Clusters EUREKA en inteligencia artificial para la presentación de Propuestas de Cooperación Tecnológica,"Inteligencia Artificial, Empresa, Cluster",Cluster,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1534,No
15/05/2020 10:57:45,Inmersos en la era de la construcción tecnológica,2/04/2020,madrimasd.org,,"BIM, Inteligencia artificial, robótica, drones, big data, nuevos materiales... el sector abraza las últimas tecnologías para facilitar el salto al futuro de las infraestructuras","Inteligencia Artificial, Robótica, Nuevos materiales",,http://www.madrimasd.org/notiweb/noticias/inmersos-en-era-construccion-tecnologica?fbclid=IwAR1tNvD8WQiNdlDLZHvCkZJy-PcMTe2O2bTJ2QZcV8OSLApZGqVH02wEghM,No
14/05/2020 18:10:11,Ayudas ADER 500 € (autónomos) y 1000 € (soc. mercantiles),1/04/2020,FER,,"	La ADER otorga ayudas para todas las empresas que hayan tenido un gasto de asesoría-consultoría por tramitación de ERTES, asesoramiento económico, laboral... de hasta 500 euros para los autónomos (empresarios individuales) y 1000 euros para las sociedades mercantiles (se excluyen sociedades civiles y comunidades de bienes)","COVID-19, Ayudas",,https://sie.fer.es/esp/Asesorias/Economico_financiero/COVID-19/AYUDAS_FINANCIACION_CONTABILIDAD_ECONOMICO_FINANCIERO/AYUDAS_ADER/Ayudas_ADER_500__autonomos_1000__soc_mercantiles/webDoc_28560.htm,Sí
15/05/2020 10:51:42,La plataforma Salud Global del CSIC lanza 12 proyectos científicos para abordar la pandemia del coronavirus,1/04/2020,Ministerio de Ciencia e Innovación,,"La plataforma agrupa a 150 equipos de investigación para lograr una visión global de la pandemia: origen, prevención, enfermedad, contención, tratamiento, impacto y divulgación. 	Los proyectos permitirán comprender mejor la transmisión del virus, su dinámica, y sus características clínicas y epidemiológicas para buscar soluciones","COVID-19, Investigación, Proyectos",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=2f6f959753631710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
15/05/2020 11:16:40,Celerados crean The Open Ventilator para la lucha contra el Covid-19,1/04/2020,Otra,acelerame.org,"Un nuevo respirador que se puede producir en gran cantidad ha sido probado de forma satisfactoria in vivo. Este ventilador médico podría empezar a fabricarse en serie en los próximos días a un precio muy reducido. Su producción en masa podría salvar vidas, reduciendo drásticamente el número de personas que no pueden ser atendidas con los recursos disponibles. 	",COVID-19,,https://www.acelerame.org/openventilator/,No
15/05/2020 10:46:26,La gran transformación del centro de datos,31/03/2020,interempresas.net,,"Actualmente los grandes centros de datos tradicionales están sufriendo el impacto de la disrupción de tecnologías como IoT o el edge computing, así como los progresos en las áreas de energía, y refrigeración, viviendo una transformación como nunca antes habían experimentado.","Energía, Innovación, Inteligencia Artificial, Telecomunicaciones, Digitalización",,https://www.interempresas.net/TIC/Articulos/300554-La-gran-transformacion-del-centro-de-datos.html,No
15/05/2020 10:49:17,El Gobierno prorroga la vigencia de los contratos del personal investigador,31/03/2020,Ministerio de Ciencia e Innovación,,El Consejo de Ministros aprueba la agilización de las ayudas del CDTI,"Investigación, Contratos predoctorales",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=0f7067c069031710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD&fbclid=IwAR1aOAKniL62zISZmCr12-q7jQI-PsS6OmaNY6PdPBWaou-dSjnSVkFi_pE,No
15/05/2020 11:28:16,Listado completo de oportunidades de cooperación tecnológica publicadas del 30/03/2020 al 05/04/2020,31/03/2020,ADER,,Puedes ver el listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 30 de marzo y el 5 de abril de 2020. ,"Cooperación Tecnológica, Empresa",,http://een.ader.es/noticias/733-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-30-03-2020-al-05-04-2020,No
20/05/2020 19:46:18,Nuevos plazos para llamadas conjuntas ESIP y ALGESIP para proyectos de I+D con Egipto y Argelia,31/03/2020,CDTI,,"El CDTI E.P.E y STDF (Science and Technology Development Fund) de Egipto, en el marco de su Acuerdo Institucional y dada la situación actual, han decidido ampliar el plazo para la presentación de solicitudes a la ""Cuarta llamada conjunta ESIP""","Convocatorias Europeas, Cooperación Tecnológica, Proyectos, Empresa",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1533,No
20/05/2020 19:48:47,El Consejo Europeo de Investigación financiará con hasta 35 millones de euros a 14 investigadores en España,31/03/2020,Ministerio de Ciencia e Innovación,,La convocatoria Advanced Grant está destinada a personal investigador con gran experiencia y una trayectoria excelente.,"Convocatorias Europeas, Financiación, Investigación",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=54e6d20feff21710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD&fbclid=IwAR1yaUCSfK1MKkabm1AcjfCwsNS75QQfYqcasJHCJs9m1mAZUma1auB_0DY,No
12/05/2020 14:06:12,Tiny optical cavity could make quantum networks possible,30/03/2020,Eureka,,Engineers at Caltech have shown that atoms in optical cavities--tiny boxes for light--could be foundational to the creation of a quantum internet. Their work was published on March 30 by the journal Nature.,"Electrónica, Computación Cuántica",,https://www.eurekalert.org/pub_releases/2020-03/ciot-toc033020.php,No
20/05/2020 13:32:17,El Gobierno de La Rioja crea un Servicio de Apoyo Integral a través de la ADER para que las empresas tengan el máximo acceso posible a las ayudas,30/03/2020,Gobierno de La Rioja,,También se ha lanzado una nueva línea de subvención inmediata destinada a pymes y autónomos para contratar consultoría externa,"COVID-19, Ayudas, Subvenciones, Empresa, Pyme",,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/gobierno-rioja-crea-servicio-apoyo-integral-traves-ader-emp,Sí
20/05/2020 19:41:38,1ª Llamada conjunta España-Corea 2020 del programa KSEI,30/03/2020,CDTI,,"Se abre la primera llamada de la convocatoria conjunta KSEI, dentro del Acuerdo suscrito por el CDTI y KETEP, para la presentación de propuestas en el ámbito de la energía y tecnologías relacionadas, entre empresas de España y Corea del Sur para el año 2020","Energía, Convocatorias Europeas, Cooperación Tecnológica, Empresa",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1531,No
20/05/2020 19:38:29,"China propone un ""nuevo Internet"" con un cambio radical en el protocolo IP actual",29/03/2020,xataka.com,,"La propuesta ha sido presentada ante las Naciones Unidas y su organismo destinado a ello, la Unión Internacional de Telecomunicaciones. Llamado ""New IP"", el proyecto muestra cómo pretenden reemplazar el sistema actual.","Telecomunicaciones, Sector TIC, Informática",,https://www.xataka.com/servicios/china-propone-nuevo-internet-cambio-radical-protocolo-ip-actual,No
20/05/2020 13:35:01,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se modifica la Resolución de 12 de marzo de 2020 por la que se aprueba la convocatoria para el año 2020 de las subvenciones destinadas a la promoción de la innovación empresarial ""Programa Cheque de Innovación de Acción Rápida para la reducción del impacto coronavirus"", en régimen de concesión directa, y se aprueba su texto consolidado (extracto)",27/03/2020,BOR,,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se modifica la Resolución de 12 de marzo de 2020 por la que se aprueba la convocatoria para el año 2020 de las subvenciones destinadas a la promoción de la innovación empresarial ""Programa Cheque de Innovación de Acción Rápida para la reducción del impacto coronavirus"", en régimen de concesión directa, y se aprueba su texto consolidado (extracto)","Innovación, COVID-19, Subvenciones, Empresa, Pyme",,https://web.larioja.org/bor-portada/boranuncio?n=12595545-2-HTML-530687-X,Sí
20/05/2020 13:37:12,"	• Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se aprueba la primera convocatoria 2020 de las subvenciones para el apoyo a la financiación de las empresas, en régimen de concesión directa (extracto) ",27/03/2020,BOR,,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se aprueba la primera convocatoria 2020 de las subvenciones para el apoyo a la financiación de las empresas, en régimen de concesión directa (extracto) ","Financiación, Subvenciones, Empresa, Pyme",,https://web.larioja.org/bor-portada/boranuncio?n=12595569-2-HTML-530686-X,Sí
20/05/2020 18:59:48,¿Un laboratorio en un chip? Desarrollo de un minúsculo microscopio óptico de superresolución,27/03/2020,CORDIS,,Un equipo de expertos financiado con fondos europeos está desarrollando una alternativa a la microscopía óptica convencional.,"Convocatorias Europeas, Financiación, Ayudas, Investigación, Proyectos",,https://cordis.europa.eu/article/id/415515-lab-on-a-chip-developing-a-tiny-super-resolution-optical-microscope/es,No
20/05/2020 19:26:04,Portal de respuesta de clusters industriales Covid-19,27/03/2020,aertic.es,,Lanzamiento de una nueva página web de la European Cluster Collaboration Platform (ECCP ): EL PORTAL DE RESPUESTA DE LOS CLUSTERS INDUSTRIALES DE COVID-19 para apoyar los esfuerzos de los clusters industriales para abordar los desafíos planteados por la epidemia de COVID-19 en Europa. 	,"Telecomunicaciones, COVID-19, Nanociencia",,https://aertic.es/portal-de-respuesta-de-clusters-industriales-covid-19/,No
21/05/2020 10:22:27,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se modifica la Resolución de 12 de marzo de 2020 por la que se aprueba la convocatoria para el año 2020 de las subvenciones destinadas a la promoción de la innovación empresarial ""Programa Cheque de Innovación de Acción Rápida para la reducción del impacto coronavirus"", en régimen de concesión directa, y se aprueba su texto consolidado (extracto)",27/03/2020,BOR,,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se modifica la Resolución de 12 de marzo de 2020 por la que se aprueba la convocatoria para el año 2020 de las subvenciones destinadas a la promoción de la innovación empresarial ""Programa Cheque de Innovación de Acción Rápida para la reducción del impacto coronavirus"", en régimen de concesión directa, y se aprueba su texto consolidado (extracto)","Innovación, COVID-19, Subvenciones, Empresa",,https://web.larioja.org/bor-portada/boranuncio?n=12595545-2-HTML-530687-X,Sí
21/05/2020 10:24:26,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se aprueba la primera convocatoria 2020 de las subvenciones para el apoyo a la financiación de las empresas, en régimen de concesión directa (extracto) ",27/03/2020,BOR,,"Resolución de 25 de marzo de 2020, de la Agencia de Desarrollo Económico de La Rioja, por la que se aprueba la primera convocatoria 2020 de las subvenciones para el apoyo a la financiación de las empresas, en régimen de concesión directa (extracto) ","Financiación, Subvenciones, Empresa",,https://web.larioja.org/bor-portada/boranuncio?n=12595569-2-HTML-530686-X,Sí
12/05/2020 14:00:16,"As electronics shrink to nanoscale, will they still be good as gold?",26/03/2020,Eureka,,"Deep inside computer chips, tiny wires made of gold and other conductive metals carry the electricity used to process data.  But as these interconnected circuits shrink to nanoscale, engineers worry that pressure, such as that caused by thermal expansion when current flows through these wires, might cause gold to behave more like a liquid than a solid, making nanoelectronics unreliable. That, in turn, could force chip designers to hunt for new materials to make these critical wires.  But according to a new paper in Physical Review Letters, chip designers can rest easy. ""Gold still behaves like a solid at these small scales,"" says Stanford mechanical engineer Wendy Gu, who led a team that figured out how to pressurize gold particles just 4 nanometers in length -- the smallest particles ever measured -- to assess whether current flows might cause the metal's atomic structure to collapse.",Electrónica,,https://www.eurekalert.org/pub_releases/2020-03/ssoe-aes032620.php,No
20/05/2020 19:13:30,FECYT crea la campaña #CienciaEnCasa en sus redes sociales,26/03/2020,FECYT,,FECYT arranca hoy en sus canales de redes sociales la campaña #CienciaEnCasa. La Fundación irá publicando una serie de videos para entretener a sus seguidores y que aprendan sobre ciencia de una manera sencilla y divertida desde sus casas.,Ciencia,,https://www.fecyt.es/es/noticia/fecyt-crea-la-campana-cienciaencasa-en-sus-redes-sociales,No
20/05/2020 19:21:27,Los centros de investigación españoles reportan sus avances frente al COVID-19,26/03/2020,Ministerio de Ciencia e Innovación,,El ministro de Ciencia e Innovación realiza una videoconferencia con responsables de las principales investigaciones sobre el nuevo coronavirus,"Investigación, Ciencia",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=fde8f94bda711710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
20/05/2020 19:35:09,¿Cuál será el impacto de la crisis en mi empresa?,26/03/2020,emprendedores.es,,Esta calculadora online te ayuda a conocerlo jugando con 9 variables 	,"COVID-19, Empresa, Pyme",,https://www.emprendedores.es/gestion/a31936825/cual-sera-el-impacto-de-la-crisis-en-mi-empresa/,No
12/05/2020 14:04:14,Managing the Flow of Ideas in a Pandemic,25/03/2020,MIT,,Tools and tactics for maximizing effective communication and decision-making while minimizing the spread of illness.,"COVID-19, Organización Empresarial",,https://sloanreview.mit.edu/article/managing-the-flow-of-ideas-in-a-pandemic/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+mitsmr+%28MIT+Sloan+Management+Review%29,No
12/05/2020 14:38:35,La paralysie du transport aérien par le Covid-19 pourrait coûter 252 milliards de dollars au secteur,25/03/2020,Figaro,,"Il y a à peine trois semaines, le scénario le plus pessimiste envisageait 113 milliards de pertes de chiffre d'affaires.","Economía, Transporte",,https://www.lefigaro.fr/societes/la-paralysie-du-transport-aerien-par-le-covid-19-pourrait-couter-252-milliards-de-dollars-au-secteur-20200324,No
20/05/2020 13:22:49,AERTIC y Conetic piden al Consejo Europeo aumentar la financiación de Pymes y a la innovación digital para acelerar la recuperación ,25/03/2020,FER,,"Los representantes de las PYMEs españolas del sector TIC reunidas en CONETIC, entre las que se encuentra AERTIC, unen esfuerzos a las Asociaciones Europeas para demandar ante el Consejo Europeo un incremento de los fondos destinados a la innovación digital de las PYMEs en los presupuestos de la UE 2021-2027.","Sector TIC, Ayudas, Digitalización, Proyectos, Empresa, Pyme, Tecnología",,https://sie.fer.es/esp/Servicios/Comunicacion/Sala_Prensa/Noticias/AERTIC_Conetic_piden_al_Consejo_Europeo_aumentar_financiacion_Pymes_innovacion_digital_acelerar_recuperacion/webDoc_28479.htm,Sí
20/05/2020 13:25:06,Impresoras 3D ‘a todo trapo’: 300 viseras al día desde la UR-Maker,25/03/2020,nuevecuatrouno.com,,Viseras protectoras para combatir el coronavirus Área UR Maker,COVID-19,,https://nuevecuatrouno.com/2020/03/25/impresoras-3d-area-ur-maker-epidemia-coronavirus-viseras-protectoras/,Sí
20/05/2020 13:29:04,El CTCR dona la potencia de sus servidores informáticos para la erradicación del Coronavirus,25/03/2020,CTCR,,"Investigadores del Centro Tecnológico del Calzado de La Rioja, CTCR, se han aliado con la Universidad de Standford, para, desde sus propios hogares y dentro de las posibilidades que ofrece el teletrabajo, frenar la propagación de la COVID-19, la enfermedad provocada por el coronavirus SARS-CoV-2. Ingenieros informáticos y biotecnólogos, conectados a internet, se han unido a la lucha contra la pandemia, sumándose a esta investigación basada en la computación distribuida","COVID-19, Centros Tecnológicos, Tecnología",,https://www.ctcr.es/es/comunicacion/noticias/2749-el-ctcr-dona-la-potencia-de-sus-servidores-informaticos-para-la-erradicacion-del-coronavirus,Sí
20/05/2020 18:50:39,El Gobierno y los operadores de telecomunicaciones aseguran la conectividad de particulares y empresas,25/03/2020,smartcity.es,,"Mediante el acuerdo firmado entre el Gobierno, las principales empresas de telecomunicaciones que operan en España y la Asociación Nacional de Operadores de Telecomunicaciones y Servicios de Internet (AOTEC), los operadores se comprometen a ampliar las medidas para garantizar la conectividad de particulares y empresas. 	","Telecomunicaciones, Sector TIC, Empresa, Tecnología",,https://www.esmartcity.es/2020/03/25/gobierno-operadores-telecomunicaciones-aseguran-conectividad-particulares-empresas,No
20/05/2020 19:17:48,El CDTI lanza medidas excepcionales por el COVID-19,25/03/2020,https://techpress.es/,,"El CDTI cambia los criterios de financiación de los proyectos de I+D+i a consecuencia de la expansión del coronavirus. Estas medidas, tomadas de forma excepcional, atañen a la exención de garantías para solicitar ayudas, a la aceleración de los procesos de gestión y aprobación de iniciativas o a la ampliación del instrumento de Línea Directa de Expansión (LIC-A) a todo el territorio nacional, entre otras","Economía, Innovación, COVID-19, Financiación, Empresa",,https://techpress.es/el-cdti-lanza-medidas-excepcionales-por-el-covid-19/,No
20/05/2020 19:29:25,Covid-19. Guía de riesgos y recomendaciones en ciberseguridad,25/03/2020,TELEFÓNICA,,"La situación actual, provocada por el coronavirus, es también especialmente preocupante desde el punto de vista de la ciberseguridad, amenazando a usuarios y empresas. Desde el Servicio CyberThreats del SCC de Telefónica hemos dividido estos riesgos en externos, aquellos relacionados con la desinformación, e internos, relacionados con el teletrabajo.","Ciberseguridad, Telecomunicaciones, COVID-19, Empresa, Pyme",,https://empresas.blogthinkbig.com/covid-19-guia-riesgos-recomendaciones-ciberseguridad/,No
20/05/2020 13:18:58,"Arnedo, el corazón y motor de la gran cadena riojana contra el Covid-19",24/03/2020,nuevecuatrouno.com,,"Una quincena de empresas trabajan a destajo para que no falte una bata, una mascarilla, unas gafas ni unos patucos para los sanitarios en la trinchera contra el coronavirus.","COVID-19, Empresa",,https://nuevecuatrouno.com/2020/03/24/coronavirus-arnedo-industria-material-sanitario-empresas-epis/,Sí
20/05/2020 18:36:35,El superordenador más rápido del mundo detecta 77 tratamientos para el COVID-19,24/03/2020,https://www.ticbeat.com/,,"La supercomputación es otra gran aliada contra el COVID-19: científicos le encargaron a la máquina más rápida del mundo, propiedad de IBM, ejecutar miles de simulaciones para encontrar compuestos farmacológicos capaces de combatir el coronavirus.","COVID-19, Sector TIC, Investigación, Tecnología",,https://www.ticbeat.com/innovacion/computador-summit-77-tratamientos-coronavirus/,No
20/05/2020 18:39:28,"Nuevas convocatorias con Francia, Canadá y Argentina. Programas de Cooperación Tecnológica Internacional del CDTI.",24/03/2020,ADER,,"Los Proyectos Internacionales de Cooperación Tecnológica son proyectos impulsados por el CDTI y liderados por empresas, tanto a nivel multilateral en Europa e Iberoamérica (Eureka e Iberoeka), como bilateral con diferentes países (Argelia, Jordania, Marruecos, Brasil, Corea, Cuba, Japón, China, Egipto, India, Malasia, México, Tailandia y Rusia.). ","Innovación, Convocatorias Europeas, Cooperación Tecnológica, Proyectos, Empresa, Tecnología",,http://een.ader.es/noticias/727-nuevas-convocatorias-con-francia-canada-y-argentina-programas-de-cooperacion-tecnologica-internacional-del-cdti,No
20/05/2020 18:43:11,El Gobierno apoya con 25 millones de euros a las empresas innovadoras de base tecnológica ,24/03/2020,Ministerio de Ciencia e Innovación,,"El programa NEOTEC, del CDTI, refuerza a las empresas vinculadas a la transferencia de la investigación. 	El plazo de presentación de solicitudes comenzará el 15 abril y concluirá el 15 junio, previsiblemente","Innovación, Ayudas, Investigación, Proyectos, Empresa, Pyme, Tecnología",,http://www.ciencia.gob.es/portal/site/MICINN/menuitem.edc7f2029a2be27d7010721001432ea0/?vgnextoid=75b7bd5905c01710VgnVCM1000001d04140aRCRD&vgnextchannel=d9581f4368aef110VgnVCM1000001034e20aRCRD,No
20/05/2020 18:54:58,"IA, ¿clave en la prevención de próximas pandemias?",24/03/2020,https://www.ciospain.es/,,"El empleo de herramientas inteligentes tiene importantes posibilidades, pero también obstáculos para su correcto desarrollo.","Inteligencia Artificial, COVID-19, Deep learning",,https://www.ciospain.es/sanidad/ia-clave-en-la-prevencion-de-proximas-pandemias,No
20/05/2020 19:02:40,El plan Acelera PYME se pone en marcha con una plataforma de recursos para pymes y autónomos,24/03/2020,RED.ES,,"	Como parte de las medidas de apoyo económico anunciadas  por la Vicepresidencia Tercera del Gobierno y Ministerio de Asuntos Económicos y Transformación Digital  y con el fin de ayudar a las pymes y autónomos a atenuar el impacto del COVID-19 en su actividad, se ha puesto en marcha el portal Acelera Pyme a través de Red.es, entidad pública adscrita a  la Secretaría de Estado de Digitalización e Inteligencia Artificial. 	","Inteligencia Artificial, COVID-19, Financiación, Ayudas, Digitalización, Pyme",,https://www.red.es/redes/es/actualidad/magazin-en-red/el-plan-acelera-pyme-se-pone-en-marcha-con-una-plataforma-de-recursos-para,No
20/05/2020 13:14:01,La empresa riojana produce en masa material sanitario,23/03/2020,nuevecuatrouno.com,,"En los últimos días, decenas de empresas de toda La Rioja de múltiples sectores se han unido al Gobierno de La Rioja para la puesta en marcha de una cadena de producción a nivel regional de los materiales de protección e higiene necesarios por el Servicio Riojano de Salud con las máximas garantías y a la vanguardia de la industria española…","COVID-19, Empresa",,https://nuevecuatrouno.com/2020/03/23/coronavirus-empresas-donan-material-sanitario-rioja/,Sí
20/05/2020 13:16:30,Decenas de empresas riojanas participan en la producción regional de material sanitario esencial,23/03/2020,Gobierno de La Rioja,,"Empresas del sector del calzado, la industria química, alcoholeras, textil, de butacas y creadores por impresión 3D se unen para fabricar a nivel regional el material de protección e higiene necesario para los profesionales sanitarios Además, más de 30 empresas han donado al Gobierno de La Rioja el material que poseían en stock para su uso en el Servicio Riojano de Salud","COVID-19, Empresa",,https://www.larioja.org/innovacion/es/noticias/noticia-innovacion/decenas-empresas-riojanas-participan-produccion-regional-ma,Sí
20/05/2020 14:25:29,Listado completo de oportunidades de cooperación tecnológica publicadas del 19/03/2020 al 29/03/2020,23/03/2020,ADER,,Puedes ver el listado completo de ofertas y demandas tecnológicas y búsquedas de socios para completar consorcios para proyectos europeos de I+D que han sido publicadas por la red Enterprise Europe Network entre el 19 y el 29 de marzo de 2020 	,"Cooperación Tecnológica, Proyectos, Empresa, Tecnología",,http://een.ader.es/noticias/728-listado-completo-de-oportunidades-de-cooperacion-tecnologica-publicadas-del-19-03-2020-al-29-03-2020,No
20/05/2020 18:24:01,"Hallan una nueva entrada del Covid-19 al cuerpo, que servirá para mejorar la vacuna",23/03/2020,https://www.elconfidencial.com/,,"Según científicos chinos, el virus también ataca a una proteína CD147 de la misma manera que lo hace la malaria, para la que hay medicamentos","COVID-19, Investigación",,https://www.elconfidencial.com/tecnologia/ciencia/2020-03-23/entrada-alternativa-covid-19-organismo-vacuna_2512371/,No
20/05/2020 18:26:12,¿Y después del encierro? Lo que nos espera cuando se aplane la curva del coronavirus,23/03/2020,https://www.elconfidencial.com/,,Todos los expertos consultados coinciden en que la batalla contra el coronavirus no finalizará cuando se levante el estado de alarma. Algunas medidas se mantendrán y se crearán otras totalmente nuevas,COVID-19,,https://www.elconfidencial.com/tecnologia/ciencia/2020-03-23/coronavirus-encierro-aplane-curva-covid-19_2511931/,No
20/05/2020 18:28:35,"Interior alerta de un nuevo ataque informático con un virus que busca ""romper el sistema sanitario""",23/03/2020,ElMundo,,"Los responsables policiales alertan de la difusión de un nuevo virus informático, que está llegando por correo electrónico a empleados de la sanidad y que busca ""romper todo el sistema informático"" de la Sanidad. 	","Ciberseguridad, Informática",,https://www.elmundo.es/espana/2020/03/23/5e78a2e8fc6c8318308b461b.html,No
20/05/2020 18:30:59,Llamada EUREKA entre España y Canadá,23/03/2020,CDTI,,Ya está abierta la nueva llamada conjunta España-Canadá en EUREKA para la presentación de Propuestas de Cooperación Tecnológica,"Innovación, Convocatorias Europeas, Cooperación Tecnológica, Proyectos, Empresa",,http://www.cdti.es/index.asp?MP=9&MS=31&MN=2&TR=A&IDR=7&id=1529,No
20/05/2020 18:47:53,Ayudas a la I+D+i: El Ministerio de Ciencia e Innovación lanza medidas urgentes para innovación en empresas,23/03/2020,aimplas.es,,"El Ministerio de Ciencia e Innovación, a través del CDTI, ha lanzado de forma urgente medidas extraordinarias para apoyar el mantenimiento de actividades de alto valor añadido y la creación de capacidades para la reactivación de la economía en el ámbito de la innovación empresarial.","Innovación, Investigación, Proyectos, Empresa, Pyme, Tecnología",,https://www.aimplas.es/blog/ayudas-a-la-idi-el-ministerio-de-ciencia-e-innovacion-lanza-medidas-urgentes-para-innovacion-en-empresas/,No
20/05/2020 14:28:49,La Comunidad de Madrid lanza una web de autoevaluación para Coronavirus,20/03/2020,https://www.elladodelmal.com/,,"El miércoles por la tarde la Comunidad de Madrid lanzó la web de autoevaluación para COVID-19 ""Coronavirus"" que puedes consultar en la dirección https://www.coronamadrid.com, y que tras autenticarte, te permite saber si tienes síntomas o no de ser un posible afectado por el virus COVID-19, además de darte indicaciones de qué deberías hacer en tu estado actual.","COVID-19, Informática",,https://www.elladodelmal.com/2020/03/la-comunidad-de-madrid-lanza-una-web-de.html,No
20/05/2020 14:31:19,Valencia prepara un proyecto pionero con datos de móviles para trazar el movimiento del coronavirus,20/03/2020,ElPais,,Los objetivos principales son ver cómo se cumplen las restricciones y detectar puntos calientes 	,"COVID-19, Proyectos, Informática",,https://elpais.com/tecnologia/2020-03-19/valencia-prepara-un-proyecto-pionero-con-datos-de-moviles-para-trazar-el-movimiento-del-coronavirus.html,No
20/05/2020 14:33:22,Unos investigadores reconocen un patrón inmunológico de gravedad en la infección por coronavirus,20/03/2020,madrimasd.org,,El cuadro clínico de los pacientes más graves de coronavirus encaja con un fenotipo denominado neumonía linfopénica caracterizada por un número más bajo que lo normal de linfocitos en la sangre 	,"COVID-19, Investigación",,http://www.madrimasd.org/notiweb/noticias/unos-investigadores-reconocen-un-patron-inmunologico-gravedad-en-infeccion-por-coronavirus,No
20/05/2020 14:35:48,El Instituto de Salud Carlos III lanza el Fondo COVID-19 para financiar proyectos que mejoren a corto plazo el conocimiento del virus y el manejo de la enfermedad,20/03/2020,lamoncloa.gob.es,,"El Fondo cuenta con 24 millones de euros, aprobados en el Real Decreto-ley de medidas urgentes y extraordinarias frente al COVID-19. Podrán presentarse propuestas que desarrollen nuevas herramientas preventivas, diagnósticas y terapéuticas. También pueden concurrir proyectos para el desarrollo de vacunas, análisis de su eficacia y aplicabilidad.","COVID-19, Financiación, Ayudas, Investigación, Proyectos",,https://www.lamoncloa.gob.es/serviciosdeprensa/notasprensa/ciencia-e-innovacion/Paginas/2020/200320-investigacion.aspx,No
20/05/2020 14:37:38,Estos tests nos van a permitir ver la pandemia en cuatro dimensiones: las primeras pruebas serológicas empiezan a salir del laboratorio,20/03/2020,xataka.com,,Las pruebas serológicas nos permiten ver la enfermedad en cuatro dimensiones,"COVID-19, Investigación",,https://www.xataka.com/medicina-y-salud/estos-tests-nos-van-a-permitir-ver-pandemia-cuatro-dimensiones-primeras-pruebas-serologicas-empiezan-a-salir-laboratorio,No
